Id,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,DeletionDate,Score,ViewCount,Body,OwnerUserId,OwnerDisplayName,LastEditorUserId,LastEditorDisplayName,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ClosedDate,CommunityOwnedDate,ContentLicense,NumberOfChildren,OriginalPostId
"37526509","1","37625307","","2016-05-30 13:09:06","","27","31309","<p>I am using as a base the <a href=""https://hub.docker.com/_/php/"" rel=""noreferrer"">php docker container</a> with the tag:</p>



<pre class=""lang-none prettyprint-override""><code>php:5.6-apache
</code></pre>

<p>I linked it with a basic <code>mysql:5.6</code> image which I can reach at the host <code>mysql</code>. I created a DB, and filled a table with basic values.</p>

<p>Yet trying to access my app, I get:</p>

<pre class=""lang-none prettyprint-override""><code>Fatal error: Uncaught exception 'PDOException' with message
could not find driver' in /var/www/html/index.php:30 
Stack trace: #0 [internal function]: 
PDO-&gt;__construct('mysql:host=mysq...', 'root', 'root', Array) 
#1 [internal function]: Phalcon\Db\Adapter\Pdo-&gt;connect(Array)
#2 /var/www/html/index.php(30): Phalcon\Db\Adapter\Pdo-__construct(Array)
#3 [internal function]: {closure}()
#4 [internal function]: Phalcon\Di\Service-&gt;resolve(NULL, Object(Phalcon\Di\FactoryDefault))
#5 [internal function]: Phalcon\Di-&gt;get('db', NULL)
#6 [internal function]: Phalcon\Di-&gt;getShared('db')
#7 [internal function]: Phalcon\Mvc\Model\Manager-&gt;_getConnection(Object(Reviews), NULL)
#8 [internal function]: Phalcon\Mvc\Model\Manager-&gt;getReadConnection(Object(Reviews))
#9 [internal function]: Phalcon\Mvc\Model-&gt;getReadConnection()
#10 [internal function]: Phalcon\Mvc\Model\MetaData\Strategy\Introspection-&gt;getMetaData(Object(Reviews), Object(Phalcon\Di\FactoryDefault))
#11 [internal function]: Phalcon\Mvc\Model\MetaData-&gt;_initialize(Object(Rev in /var/www/html/index.php on line 30
</code></pre>

<p>Hence, I thought that the php container was lacking the <code>php-mysql</code> component I installed via:</p>

<pre class=""lang-none prettyprint-override""><code>apt-get install php5-mysql
</code></pre>

<p>I also added a mysql.ini at:</p>

<pre class=""lang-none prettyprint-override""><code>cat /usr/local/etc/php/conf.d/mysql.ini
; configuration for php MySQL module
; priority=20
extension=pdo_mysql.so
</code></pre>

<p>If I <code>echo phpinfo();die</code> it tells me that:</p>

<pre class=""lang-none prettyprint-override""><code>Additional .ini files parsed:
    /usr/local/etc/php/conf.d/mysql.ini,
    /usr/local/etc/php/conf.d/phalcon.ini
</code></pre>

<p>Yet still, the error persists.</p>

<p>Furthermore, when running:</p>

<pre class=""lang-none prettyprint-override""><code>php -i|grep PDO
</code></pre>

<p>I get:</p>

<pre class=""lang-none prettyprint-override""><code>PHP Warning:  PHP Startup: Unable to load dynamic library '/usr/local/lib/php/extensions/no-debug-non-zts-20131226/pdo_mysql.so' - /usr/local/lib/php/extensions/no-debug-non-zts-20131226/pdo_mysql.so: cannot open shared object file: No such file or directory in Unknown on line 0
PDO
PDO support =&gt; enabled
PDO drivers =&gt; sqlite
PDO Driver for SQLite 3.x =&gt; enabled
</code></pre>

<p>so it seems the mysql extension isn't even activated.</p>

<p>What am I doing wrong?</p>
","457268","","2747593","","2017-03-12 00:53:02","2017-03-12 00:53:02","How to install pdo driver in php docker image?","<php><mysql><pdo><docker>","1","1","8","","","CC BY-SA 3.0","4","37526509"
"22944631","1","24716645","","2014-04-08 17:53:32","","426","466974","<p>As the title says. I need to be able to retrieve the IP address the docker hosts and the portmaps from the host to the container, and doing that inside of the container. </p>
","335918","","1429387","","2018-03-13 07:47:12","2021-05-07 11:23:52","How to get the IP address of the docker host from inside a docker container","<docker><ip>","26","2","153","","","CC BY-SA 3.0","4","22944631"
"22111060","1","22150099","","2014-03-01 06:35:53","","619","229597","<p>I'm experimenting with Dockerfiles, and I think I understand most of the logic. However, I don't see the difference between ""exposing"" and ""publishing"" a port in this context.</p>

<p>All the tutorials I have seen first include the <code>EXPOSE</code> command in the Dockerfile:</p>

<pre><code>...
EXPOSE 8080
...
</code></pre>

<p>They then build an image from this Dockerfile:</p>

<pre><code>$ docker build -t an_image - &lt; Dockerfile
</code></pre>

<p>And then <em>publish</em> the same port as above when running the image:</p>

<pre><code>$ docker run -d -p 8080 an_image
</code></pre>

<p>or publish all ports using</p>

<pre><code>$ docker run -d -P an_image
</code></pre>

<p>What is the point of exposing a port in the Dockerfile, if it will be published anyway? Would there ever be a need to expose a port first, and <em>not</em> publish it later? Effectively, I would like to specify all the ports that I will use in the Dockerfile when creating the image, and then not bother with them again, running them simply with:</p>

<pre><code>$ docker run -d an_image
</code></pre>

<p>Is this possible?</p>
","1496984","","895245","","2018-04-02 16:57:18","2021-05-24 04:00:47","What is the difference between ""expose"" and ""publish"" in Docker?","<docker>","6","0","190","","","CC BY-SA 3.0","4","22111060"
"38088279","1","38089080","","2016-06-29 00:13:57","","390","225027","<p>I have two separate <code>docker-compose.yml</code> files in two different folders:</p>

<ul>
<li><code>~/front/docker-compose.yml</code></li>
<li><code>~/api/docker-compose.yml</code></li>
</ul>

<p>How can I make sure that a container in <code>front</code> can send requests to a container in <code>api</code>?</p>

<p>I know that <code>--default-gateway</code> option can be set using <code>docker run</code> for an individual container, so that a specific IP address can be assigned to this container, but it seems that this option is not available when using <code>docker-compose</code>.</p>

<p>Currently I end up doing a <code>docker inspect my_api_container_id</code> and look at the gateway in the output. It works but the problem is that this IP is randomly attributed, so I can't rely on it.</p>

<p>Another form of this question might thus be:</p>

<ul>
<li>Can I attribute a fixed IP address to a particular container using docker-compose?</li>
</ul>

<p>But in the end what I'm looking after is:</p>

<ul>
<li>How can two different docker-compose projects communicate with each other?</li>
</ul>
","2091169","","1549950","","2019-06-21 11:48:53","2020-11-23 08:40:36","Communication between multiple docker-compose projects","<networking><docker><docker-compose>","13","1","125","","","CC BY-SA 4.0","4","38088279"
"46711990","1","47871121","","2017-10-12 14:17:53","","82","65947","<p>I'm trying to build a Flask app using Postgres with Docker. I'd like to connect to an AWS RDS instance of Postgres, but use Docker for my Flask app. However, when trying to set up <code>psycopg2</code> it runs into an error because it can't find <code>pg_config</code>. Here's the error:</p>
<pre><code>Building api
Step 1/5 : FROM python:3.6.3-alpine3.6
 ---&gt; 84c98ca3b5c5
Step 2/5 : WORKDIR /usr/src/app
 ---&gt; Using cache
 ---&gt; 407c158f5ee4
Step 3/5 : COPY . .
 ---&gt; 966df18d329e
Step 4/5 : RUN pip install -r requirements.txt
 ---&gt; Running in 284cc97aeb63
Collecting aniso8601==1.3.0 (from -r requirements.txt (line 1))
  Downloading aniso8601-1.3.0.tar.gz (57kB)
Collecting click==6.7 (from -r requirements.txt (line 2))
  Downloading click-6.7-py2.py3-none-any.whl (71kB)
Collecting Flask==0.12.2 (from -r requirements.txt (line 3))
  Downloading Flask-0.12.2-py2.py3-none-any.whl (83kB)
Collecting Flask-RESTful==0.3.6 (from -r requirements.txt (line 4))
  Downloading Flask_RESTful-0.3.6-py2.py3-none-any.whl
Collecting Flask-SQLAlchemy==2.3.2 (from -r requirements.txt (line 5))
  Downloading Flask_SQLAlchemy-2.3.2-py2.py3-none-any.whl
Collecting itsdangerous==0.24 (from -r requirements.txt (line 6))
  Downloading itsdangerous-0.24.tar.gz (46kB)
Collecting Jinja2==2.9.6 (from -r requirements.txt (line 7))
  Downloading Jinja2-2.9.6-py2.py3-none-any.whl (340kB)
Collecting MarkupSafe==1.0 (from -r requirements.txt (line 8))
  Downloading MarkupSafe-1.0.tar.gz
Collecting psycopg2==2.7.3.1 (from -r requirements.txt (line 9))
  Downloading psycopg2-2.7.3.1.tar.gz (425kB)
    Complete output from command python setup.py egg_info:
    running egg_info
    creating pip-egg-info/psycopg2.egg-info
    writing pip-egg-info/psycopg2.egg-info/PKG-INFO
    writing dependency_links to pip-egg-info/psycopg2.egg-info/dependency_links.txt
    writing top-level names to pip-egg-info/psycopg2.egg-info/top_level.txt
    writing manifest file 'pip-egg-info/psycopg2.egg-info/SOURCES.txt'
    Error: pg_config executable not found.

    Please add the directory containing pg_config to the PATH
    or specify the full executable path with the option:

        python setup.py build_ext --pg-config /path/to/pg_config build ...

    or with the pg_config option in 'setup.cfg'.

    ----------------------------------------
Command &quot;python setup.py egg_info&quot; failed with error code 1 in /tmp/pip-build-01lf5grh/psycopg2/
ERROR: Service 'api' failed to build: The command '/bin/sh -c pip install -r requirements.txt' returned a non-zero code: 1
</code></pre>
<p>Here's my <code>Dockerfile</code>:</p>
<pre><code>FROM python:3.6.3-alpine3.6

WORKDIR /usr/src/app

COPY . .

RUN pip install -r requirements.txt

CMD [&quot;python&quot;, &quot;app.py&quot;]
</code></pre>
<p><strong>Many others seem to have a similar issue locally, but none of them involve using Docker. This seems like a Docker issue because I can set up a local virtual environment and the setup works just fine since I have Postgres installed locally and it's able to find my local <code>pg_config</code>.</strong></p>
<p>It appears that during the container build/setup, Docker is trying to find <code>pg_config</code> within the container. Is there a way to install a <code>pg_config</code> in the container, even though I won't be using a containerized instance of Postgres, but rather the instance on RDS?</p>
<p>Any and all suggestions on how to get around this are welcomed.</p>
","2778483","","10794031","","2020-10-13 03:33:28","2020-10-13 03:33:28","Error: pg_config executable not found when installing psycopg2 on Alpine in Docker","<python><postgresql><docker><psycopg2><alpine>","3","4","16","","","CC BY-SA 3.0","4","46711990"
"24095968","1","27162721","","2014-06-07 09:53:33","","43","29780","<p><strong>Problem</strong></p>

<p>I have a set of client machines that are a part of an enterprise web application. Each machine runs identical software, which is a PyQT-based web client that connects to a server. This client software is updated regularly and I would like to have some configuration/provisioning tool that allows to have the same environment on each machine and hence provide easy deployment and configuration of the software onto each of the clients' machines.</p>

<p>The problem is that I have tried to use Chef, but it takes a lot of effort to actually maintain Chef knowledge and skills (we do not have a dedicated Ops guy) and moreover a Chef recipe can fail if some third party repository <a href=""http://blog.relateiq.com/why-docker-why-not-chef/"">is no longer available</a> (this is a main stopper).</p>

<p>I would like to try Docker to solve the problem, but I <a href=""https://www.docker.io/the_whole_story/"">still do not know</a> if it is possible to set up images/containers that allow for some GUI based software to operate.</p>

<p><strong>Question</strong></p>

<p>Is it possible to use Docker to have a development/production environment for a GUI-based application (PyQt/QT)? If yes, what would be the first steps to approach that?</p>
","846910","","506908","","2020-08-21 00:57:11","2020-08-24 06:21:04","Docker for GUI-based environments?","<docker><qt><vagrant><configuration-management>","8","7","26","","","CC BY-SA 3.0","3","24095968"
"56555787","1","56881470","","2019-06-12 06:20:54","","0","211","<p>I wanted to use following command to open jupyter:</p>

<pre><code>docker run --runtime=nvidia --name tensorflow1 -it -p 8888:8888 -p 6006:6006 tensorflow/tensorflow:latest-gpu-py3-jupyter
</code></pre>

<p>I can't open it with browser. The systerm looks good because it says:</p>

<pre><code>To access the notebook, open this file in a browser:
    file:///root/.local/share/jupyter/runtime/nbserver-8-open.html
Or copy and paste one of these URLs:
    http://(568ebbf84a86 or 127.0.0.1):8888/?token=17fc57d57c89f56c460748f464b488c59f8ddccf5793e7
</code></pre>

<p>But when I open it with external ip address, I can't connect and system says:</p>

<pre><code>[W 06:15:52.336 NotebookApp] 404 GET http://110.249.212.46/testget?q=23333&amp;port=8888 (110.249.212.46) 38.11ms referer=None
</code></pre>

<p>I have built external ip address and built firewall.</p>

<p>There is no problem if I use the following command:</p>

<pre><code>docker run --runtime=nvidia -it --rm tensorflow/tensorflow:latest-gpu 
</code></pre>

<p>and following test has pasted:</p>

<pre><code>python -c ""import tensorflow as tf; tf.enable_eager_execution(); print(tf.reduce_sum(tf.random_normal([1000, 1000])))""
</code></pre>

<p>how to solve this problem?</p>
","7241796","","","","","2019-07-04 05:58:40","can't open jupyter on google cloud platform with gpu and docker","<docker><google-cloud-platform><jupyter-notebook>","1","0","","","","CC BY-SA 4.0","3","56555787"
"28212380","1","28214133","","2015-01-29 10:30:21","","306","366393","<p>I run a container in the background using</p>

<pre><code> docker run -d --name hadoop h_Service
</code></pre>

<p>it exits quickly. But if I run in the foreground, it works fine. I checked logs using</p>

<pre><code>docker logs hadoop
</code></pre>

<p>there was no error. Any ideas?</p>

<p><strong>DOCKERFILE</strong></p>

<pre><code> FROM java_ubuntu_new
 RUN wget http://archive.cloudera.com/cdh4/one-click-install/precise/amd64/cdh4-repository_1.0_all.deb
 RUN dpkg -i cdh4-repository_1.0_all.deb
 RUN curl -s http://archive.cloudera.com/cdh4/ubuntu/precise/amd64/cdh/archive.key | apt-key add -
 RUN  apt-get update
 RUN apt-get install -y hadoop-0.20-conf-pseudo
 RUN dpkg -L hadoop-0.20-conf-pseudo
 USER hdfs
 RUN hdfs namenode -format
 USER root
 RUN apt-get install -y sudo
 ADD . /usr/local/
 RUN chmod 777 /usr/local/start-all.sh
 CMD [""/usr/local/start-all.sh""]
</code></pre>

<p>start-all.sh</p>

<pre><code> #!/usr/bin/env bash
 /etc/init.d/hadoop-hdfs-namenode start
 /etc/init.d/hadoop-hdfs-datanode start
 /etc/init.d/hadoop-hdfs-secondarynamenode start
 /etc/init.d/hadoop-0.20-mapreduce-tasktracker start
 sudo -u hdfs hadoop fs -chmod 777 /
 /etc/init.d/hadoop-0.20-mapreduce-jobtracker start
 /bin/bash
</code></pre>
","2694184","","1718174","","2017-02-01 03:01:14","2021-05-31 17:26:41","Why docker container exits immediately","<docker>","16","2","81","","","CC BY-SA 3.0","3","28212380"
"19104847","1","30793515","","2013-09-30 22:16:38","","309","213662","<p>Is it possible to generate a Dockerfile from an image?  I want to know for two reasons:</p>

<ol>
<li><p>I can download images from the repository but would like to see the recipe that generated them.</p></li>
<li><p>I like the idea of saving snapshots, but once I am done it would be nice to have a structured format to review what was done.</p></li>
</ol>
","1026169","","83509","","2015-02-17 07:37:00","2021-07-03 08:11:41","How to generate a Dockerfile from an image?","<image><repository><docker>","9","1","124","","","CC BY-SA 3.0","3","19104847"
"23692470","1","23721303","","2014-05-16 04:06:20","","107","166477","<p>I have built a base image from Dockerfile named centos+ssh. In centos+ssh's Dockerfile, I use CMD to run ssh service.</p>

<p>Then I want to build a image run other service named rabbitmq,the Dockerfile:</p>

<pre><code>FROM centos+ssh
EXPOSE 22
EXPOSE 4149
CMD /opt/mq/sbin/rabbitmq-server start
</code></pre>

<p>To start rabbitmq container，run：</p>

<pre><code>docker run -d -p 222:22 -p 4149:4149 rabbitmq
</code></pre>

<p>but ssh service doesn't work, it sense rabbitmq's Dockerfile CMD override centos's CMD.</p>

<ol>
<li>How does CMD work inside docker image?</li>
<li>If I want to run multiple service, how to? Using supervisor?</li>
</ol>
","2923142","","2923142","","2014-10-08 09:21:51","2020-01-08 10:19:07","Why can't I use Docker CMD multiple times to run multiple services?","<docker>","5","0","34","","","CC BY-SA 3.0","3","23692470"
"30740828","1","30745501","","2015-06-09 19:11:55","","13","6628","<p>I created a mysql container using the officially supported <a href=""https://registry.hub.docker.com/_/mysql/"" rel=""noreferrer"">mysql image</a>. I ran the image mounting a folder that contains a sql dump, then I created a new database in the container and imported the .sql dump in it:</p>

<pre><code>sudo docker run --name mysql-psat1 -v /opt/Projets/P1/sqldumps:/mnt -e MYSQL_ROOT_PASSWORD=secret -d mysql:latest
sudo docker exec -it mysql-psat1 bash
&gt; mysql -uroot -psecret -e 'create database liferay_psat1;'
&gt; mysql -uroot -psecret liferay_psat1 &lt; /mnt/liferay_sql_dump.sql
</code></pre>

<p>Then I listed the running containers to get that container's id:</p>

<pre><code>sudo docker ps -a
</code></pre>

<p>Then, I commited the container (with the imported sql) as a new container image</p>

<pre><code>sudo docker commit -m ""Imported liferay sql dump"" &lt;id-of-the-container&gt; jihedamine/mysql-psat1:v1
</code></pre>

<p>However, when if I start a container using that new image, the mysql database doesn't contain the newly created database liferay_psat1.</p>

<pre><code>sudo docker run -ti jihedamine/mysql-psat1:v1 bash
&gt; mysql -uroot -psecret
# show databases;
</code></pre>

<p>What am I doing wrong?</p>

<p>Thanks for your help!</p>
","338784","","338784","","2015-06-09 19:18:02","2019-02-21 16:00:12","Commit data in a mysql container","<mysql><linux><database><docker><virtualization>","4","0","2","","","CC BY-SA 3.0","3","30740828"
"28490874","1","28490909","","2015-02-13 01:04:04","","290","162585","<p>I'm trying to run MULTIPLE commands like this.</p>

<pre><code>docker run image cd /path/to/somewhere &amp;&amp; python a.py
</code></pre>

<p>But this gives me ""No such file or directory"" error because it is interpreted as...</p>

<pre><code>""docker run image cd /path/to/somewhere"" &amp;&amp; ""python a.py""
</code></pre>

<p>It seems that some ESCAPE characters like """" or () are needed.</p>

<p>So I also tried </p>

<pre><code>docker run image ""cd /path/to/somewhere &amp;&amp; python a.py""
docker run image (cd /path/to/somewhere &amp;&amp; python a.py)
</code></pre>

<p>but these didn't work.</p>

<p>I have searched for <a href=""https://docs.docker.com/reference/run/"">Docker Run Reference</a> but have not find any hints about ESCAPE characters.</p>
","4561679","","4671027","","2018-10-02 16:28:20","2021-06-21 10:57:46","docker run <IMAGE> <MULTIPLE COMMANDS>","<docker><docker-image>","8","1","69","","","CC BY-SA 3.0","3","28490874"
"25920029","1","25920875","","2014-09-18 18:37:27","","139","146239","<p>I'm trying to setup a Dockerfile for my LAMP project, but i'm having a few problems when starting MySQL. I have the folowing lines on my Dockerfile:</p>

<pre><code>VOLUME [""/etc/mysql"", ""/var/lib/mysql""]
ADD dump.sql /tmp/dump.sql
RUN /usr/bin/mysqld_safe &amp; sleep 5s
RUN mysql -u root -e ""CREATE DATABASE mydb""
RUN mysql -u root mydb &lt; /tmp/dump.sql
</code></pre>

<p>But I keep getting this error: </p>

<pre><code>ERROR 2002 (HY000): Can't connect to local MySQL server through socket '/var/run/mysqld/mysqld.sock' (111)
</code></pre>

<p>Any ideas on how to setup database creation and dump import during a Dockerfile build?</p>
","983333","","1718174","","2017-04-28 16:24:45","2020-08-10 10:11:59","Setting up MySQL and importing dump within Dockerfile","<mysql><docker>","6","6","66","","","CC BY-SA 3.0","3","25920029"
"23513045","1","23558932","","2014-05-07 08:49:23","","95","76475","<p>[Updated1] I have a shell which will change TCP kernel parameters in some functions, but now I need to make this shell run in Docker container, that means, the shell need to know it is running inside a container and stop configuring the kernel. </p>

<p>Now I'm not sure how to achieve that, here is the contents of <code>/proc/self/cgroup</code> inside the container: </p>

<pre><code>9:hugetlb:/
8:perf_event:/
7:blkio:/
6:freezer:/
5:devices:/
4:memory:/
3:cpuacct:/
2:cpu:/docker/25ef774c390558ad8c4e9a8590b6a1956231aae404d6a7aba4dde320ff569b8b
1:cpuset:/
</code></pre>

<p>Any flags above can I use to figure out if this process is running inside a container?</p>

<p>[Updated2]: I have also noticed <a href=""https://stackoverflow.com/questions/20010199/determining-if-a-process-runs-inside-lxc-docker"">Determining if a process runs inside lxc/Docker</a>, but it seems not working in this case, the content in <code>/proc/1/cgroup</code> of my container is:</p>

<pre><code>8:perf_event:/
7:blkio:/
6:freezer:/
5:devices:/
4:memory:/
3:cpuacct:/
2:cpu:/docker/25ef774c390558ad8c4e9a8590b6a1956231aae404d6a7aba4dde320ff569b8b
1:cpuset:/
</code></pre>

<p>No /lxc/containerid</p>
","1813875","","1783163","","2021-02-26 11:03:17","2021-02-26 11:03:17","How to check if a process is running inside docker container?","<shell><docker><containers>","9","5","21","","","CC BY-SA 4.0","3","23513045"
"43911793","1","43936729","","2017-05-11 09:40:28","","23","14081","<p>I have a go grpc service. I'm developing on a mac, sierra. When running a grpc client against the service locally, all is well, but when running same client against same service in the docker container I get this error:</p>

<pre><code>transport: http2Client.notifyError got notified that the client transport was broken EOF.
FATA[0000] rpc error: code = Internal desc = transport is closing
</code></pre>

<p>this is my docker file:</p>

<pre><code>FROM golang:1.7.5

RUN mkdir -p /go/src/github.com/foo/bar
WORKDIR /go/src/github.com/foo/bar

COPY . /go/src/github.com/foo/bar
# ONBUILD RUN go-wrapper download
RUN go install

ENTRYPOINT /go/bin/bar

EXPOSE 51672
</code></pre>

<p>my command to build the image:</p>

<pre><code>docker build -t bar .
</code></pre>

<p>my command to launch the docker container:</p>

<pre><code>docker run -p 51672:51672 --name bar-container bar
</code></pre>

<h2>Other info:</h2>

<ul>
<li>client program runs fine from within the docker container</li>
<li>connecting to a regular rest endpoint works fine (http2, grpc related?)</li>
<li><p>running the <code>lsof</code> command in OS X yields these results</p>

<pre><code>$lsof -i | grep 51672
com.docke   984 oldDave   21u  IPv4 0x72779547e3a32c89      0t0  TCP *:51672 (LISTEN)
com.docke   984 oldDave   22u  IPv6 0x72779547cc0fd161      0t0  TCP localhost:51672 (LISTEN)
</code></pre></li>
<li><p>here's a snippet of my server code:</p>

<pre><code>server := &amp;Server{}
endpoint := ""localhost:51672""
lis, err := net.Listen(""tcp"", endpoint)
if err != nil {
    log.Fatalf(""failed to listen: %v"", err)
}

s := grpc.NewServer(grpc.Creds(creds))

pb.RegisterExpServiceServer(s, server)

// Register reflection service on gRPC server.
reflection.Register(s)

log.Info(""Starting Exp server: "", endpoint)

if err := s.Serve(lis); err != nil {
    log.Fatalf(""failed to serve: %v"", err)
}
</code></pre></li>
</ul>
","240813","","466771","","2017-05-12 11:29:43","2017-05-12 17:06:00","Cannot connect to Go GRPC server running in local Docker container","<docker><go><grpc>","1","0","4","","","CC BY-SA 3.0","3","43911793"
"43099116","1","43099210","","2017-03-29 16:26:14","","594","366454","<p>I am running the following command from my <code>Jenkinsfile</code>. However, I get the error <em>""The input device is not a TTY""</em>.</p>

<pre><code>docker run -v $PWD:/foobar -it cloudfoundry/cflinuxfs2 /foobar/script.sh
</code></pre>

<p>Is there a way to run the script from the <code>Jenkinsfile</code> without doing interactive mode?</p>

<p>I basically have a file called <code>script.sh</code> that I would like to run inside the Docker container.</p>
","654203","","63550","","2018-07-21 18:43:14","2021-06-26 00:20:33","Error ""The input device is not a TTY""","<docker><jenkins><jenkins-pipeline>","13","2","79","","","CC BY-SA 4.0","3","43099116"
"16296753","1","16311264","","2013-04-30 09:40:54","","457","340482","<p>How can you run GUI applications in a Linux <a href=""http://www.docker.io"" rel=""noreferrer"">Docker</a> container?</p>
<p>Are there any images that set up <code>vncserver</code> or something so that you can - for example - add an extra speedbump sandbox around say Firefox?</p>
","15721","","3195477","","2021-06-03 18:16:08","2021-06-03 18:16:08","Can you run GUI applications in a Linux Docker container?","<linux><docker><x11><sandbox><vnc>","22","2","266","","","CC BY-SA 4.0","3","16296753"
"20813486","1","20816397","","2013-12-28 10:29:02","","796","723195","<p>I've noticed with docker that I need to understand what's happening inside a container or what files exist in there. One example is downloading images from the docker index - you don't have a clue what the image contains so it's impossible to start the application.</p>

<p>What would be ideal is to be able to ssh into them or equivalent. Is there a tool to do this, or is my conceptualisation of docker wrong in thinking I should be able to do this.</p>
","2668128","","42223","","2017-06-30 23:03:53","2021-06-23 13:15:36","Exploring Docker container's file system","<linux><docker><filesystems>","28","7","307","","","CC BY-SA 3.0","3","20813486"
"52946810","1","","","2018-10-23 10:29:08","","16","26910","<p>System info:
Windows 10 pro 64 bit</p>

<p>C:\WINDOWS\system32>docker --version</p>

<p><strong>Docker version 18.06.1-ce, build e68fc7a</strong></p>

<p>C:\WINDOWS\system32>docker info</p>

<p><strong>error during connect: Get <a href=""http://%2F%2F.%2Fpipe%2Fdocker_engine/v1.38/info"" rel=""noreferrer"">http://%2F%2F.%2Fpipe%2Fdocker_engine/v1.38/info</a>: open //./pipe/docker_engine: The system cannot find the file specified. In the default daemon configuration on Windows, the docker client must be run elevated to connect. This error may also indicate that the docker daemon is not running.</strong></p>

<p>C:\WINDOWS\system32>docker pull hello-world</p>

<p>Using default tag: latest</p>

<p><strong>Warning: failed to get default registry endpoint from daemon (error during connect: Get <a href=""http://%2F%2F.%2Fpipe%2Fdocker_engine/v1.38/info"" rel=""noreferrer"">http://%2F%2F.%2Fpipe%2Fdocker_engine/v1.38/info</a>: open //./pipe/docker_engine: The system cannot find the file specified. In the default daemon configuration on Windows, the docker client must be run elevated to connect. This error may also indicate that the docker daemon is not running.). Using system default: <a href=""https://index.docker.io/v1/"" rel=""noreferrer"">https://index.docker.io/v1/</a>
error during connect: Post <a href=""http://%2F%2F.%2Fpipe%2Fdocker_engine/v1.38/images/create?fromImage=hello-world&amp;tag=latest"" rel=""noreferrer"">http://%2F%2F.%2Fpipe%2Fdocker_engine/v1.38/images/create?fromImage=hello-world&amp;tag=latest</a>: open //./pipe/docker_engine: The system cannot find the file specified. In the default daemon configuration on Windows, the docker client must be run elevated to connect. This error may also indicate that the docker daemon is not running.</strong></p>
","9827587","","9827587","","2018-10-25 06:54:55","2021-05-04 10:09:35","error during connect: Get http://%2F%2F.%2Fpipe%2Fdocker_engine/v1.38/info","<docker>","10","5","5","","","CC BY-SA 4.0","3","52946810"
"42848279","1","42849823","","2017-03-17 02:40:32","","16","33688","<p>I have a question regarding the whole data volume process in Docker. Basically here are two Dockerfiles and their respective run commands:</p>

<p><strong>Dockerfile 1 -</strong></p>

<pre><code># Transmission over Debian
#
# Version 2.92

FROM debian:testing

RUN apt-get update \
    &amp;&amp; apt-get -y install nano \
    &amp;&amp; apt-get -y install transmission-daemon transmission-common transmission-cli \
    &amp;&amp; mkdir -p /transmission/config /transmission/watch /transmission/download

ENTRYPOINT [""transmission-daemon"", ""--foreground""]
CMD [""--config-dir"", ""/transmission/config"", ""--watch-dir"", ""/transmission/watch"", ""--download-dir"", ""/transmission/download"", ""--allowed"", ""*"", ""--no-blocklist"", ""--no-auth"", ""--no-dht"", ""--no-lpd"", ""--encryption-preferred""]
</code></pre>

<p><strong>Command 1 -</strong></p>

<pre><code>docker run --name transmission -d -p 9091:9091 -v C:\path\to\config:/transmission/config -v C:\path\to\watch:/transmission/watch -v C:\path\to\download:/transmission/download transmission  
</code></pre>

<p><strong>Dockerfile 2 -</strong></p>

<pre><code># Nginx over Debian
#
# Version 1.10.3

FROM debian:testing

RUN apt-get update \
    &amp;&amp; apt-get -y install nano \
    &amp;&amp; apt-get -y install nginx

EXPOSE 80 443

CMD [""nginx"", ""-g"", ""daemon off;""]
</code></pre>

<p><strong>Command 2 -</strong></p>

<pre><code>docker run --name nginx -d -p 80:80 -v C:\path\to\config:/etc/nginx -v C:\path\to\html:/var/www/html nginx
</code></pre>

<p>So, the weird thing is that the first dockerfile and command works as intended. Where the docker daemon mounts a directory from the container to the host. So, I am able to edit the configuration files as I please and they will be persisted to the container on a restart.</p>

<p>However, as for the second dockerfile and command it doesn't seem to be working. I know if you go to the Docker Volume documentation it says that volume mounts are only intended to go one-way, from host-to-container, but how come the Transmission container works as intended, while the Nginx container doesn't?</p>

<p>P:S - I'm running <em>Microsoft Windows 10 Pro Build 14393</em> as my host and <em>Version 17.03.0-ce-win1 (10300) Channel: beta</em> as my Docker version.</p>

<p>Edit - Just to clarify. I'm trying to get the files from inside the Nginx container to the host. The first container (Transmission) works in that regard, by using a data volume. However, for the second container (Nginx), it doesn't want to copy the files in the mounted directory from inside the container to the host. Everything else is working though, it does successfully start.</p>
","7696609","","7696609","","2017-03-17 06:09:56","2018-09-04 13:41:31","How to mount volume from container to host in Docker?","<docker>","2","3","8","","","CC BY-SA 3.0","3","42848279"
"40366192","1","40368520","","2016-11-01 18:20:16","","183","164184","<p>I do have deployment with single pod, with my custom docker image like:</p>

<pre><code>containers:
  - name: mycontainer
    image: myimage:latest
</code></pre>

<p>During development I want to push new latest version and make Deployment updated.
Can't find how to do that, without explicitly defining tag/version and increment it for each build, and do</p>

<pre><code>kubectl set image deployment/my-deployment mycontainer=myimage:1.9.1
</code></pre>
","306025","","","","","2021-04-29 15:06:01","Kubernetes how to make Deployment to update image","<docker><kubernetes>","8","0","73","","","CC BY-SA 3.0","3","40366192"
